id,name,year,overall,Pos,BirthDate,PID
19317,Joel Perrault,2001,137,R,1983-04-06,8469584
4582,Shawn Collymore,2001,139,R,1983-01-01,None
19725,Tomas Plihal,2001,140,C,1983-03-28,8469587
11648,Cole Jarrett,2001,141,D,1983-01-04,8469588
47339,Frantisek Skladany,2001,143,R,1982-04-22,8469590
49335,Jussi Timonen,2001,146,D,1983-06-29,8469593
35073,Jiri Jakes,2001,147,R,1982-10-04,8469594
50566,Mikko Viitanen,2001,149,D,1982-02-18,8469596
29439,Bernd Bruckler,2001,150,G,1981-09-26,8469597
40456,Tuukka Mantyla,2001,153,D,1981-05-25,8469600
50861,Michal Vondrka,2001,155,L,1982-05-17,None
21904,Andy Schneider,2001,156,D,1981-07-27,8469603
35122,Andreas Jamtin,2001,157,R,1983-05-04,8469604
40312,Roman Malek,2001,158,G,1977-09-25,8469605
46661,Dimitri Semin,2001,159,C,1983-08-14,None
49172,Artem Ternavsky,2001,160,D,1983-06-02,8469607
46274,Stefan Schauer,2001,162,D,1983-01-12,8469609
45985,Andreas Salomonsson,2001,163,R,1973-12-19,8469610
49695,Yuri Trubachev,2001,164,C,1983-03-09,8469611
4111,Andy Chiodo,2001,166,G,1983-04-25,8469613
37334,Maxim Kondratiev,2001,168,D,1983-01-20,8469615
11779,Dustin Johner,2001,169,C,1983-06-03,None
48928,Jan Tabacek,2001,170,D,1980-04-07,8469617
10757,Eric Himelfarb,2001,171,C,1983-01-01,8469618
22150,Dennis Seidenberg,2001,172,D,1981-07-18,8469619
126,Justin Aikins,2001,173,C,1982-01-24,8469620
32711,Alexander Golvin,2001,174,L,1983-03-26,8469621
52085,Marek Zidlicky,2001,176,D,1978-02-03,None
48740,Mikael Svensk,2001,185,D,1983-02-28,8469632
44700,Petr Puncochar,2001,186,D,1983-06-08,8469633
35588,Jussi Jokinen,2001,192,L,1983-04-01,8469638
13403,Brooks Laich,2001,193,C,1983-06-23,8469639
23462,Charlie Stephens,2001,196,C,1981-04-05,8467904
34354,Jan Holub,2001,197,D,1983-05-03,8469642
37268,Ivan Kolozvary,2001,198,C,1983-02-16,8469643
23762,Matt Suderman,2001,199,D,1983-01-27,8469644
37126,Toni Koivisto,2001,200,L,1982-11-05,8469645
46103,Raffaele Sannitz,2001,204,N/A,1983-05-18,8469649
35032,Teemu Jaaskelainen,2001,205,D,1983-06-07,8469650
44498,Petr Preucil,2001,206,C,1983-01-21,8469651
1463,Garett Bembridge,2001,207,R,1981-06-06,None
1399,Steve Belanger,2001,210,G,1983-05-20,8469654
5300,Sean Curry,2001,211,D,1982-03-29,None
12589,Jason King,2001,212,L,1981-09-14,8469656
30106,Jan Chovan,2001,213,G,1983-09-07,8469657
34625,Cristobal Huet,2001,214,G,1975-09-03,8469658
41269,Oleg Minakov,2001,216,R,1983-02-18,8469660
30940,Tomas Duba,2001,217,G,1981-07-02,8469661
44107,Jan Platil,2001,218,D,1983-02-09,8469662
18730,Dennis Packard,2001,219,L,1982-02-09,8469663
2040,Brandon Bochenski,2001,223,R,1982-04-04,8469666
40567,Tony Martensson,2001,224,R,1980-06-23,8469667
44531,David Printz,2001,225,D,1980-07-24,8469668
43886,Pontus Petterstrom,2001,226,L,1982-04-21,8469669
23855,Marek Svatos,2001,227,R,1982-06-17,8469670
2955,Kyle Bruce,2001,231,R,1983-03-30,8469674
32529,Martin Gerber,2001,232,G,1974-09-03,8469675
2494,Ryan Bowness,2001,236,R,1983-08-05,8469679
10917,Ryan Hollweg,2001,238,C,1983-04-23,8469681
20685,Jake Riddle,2001,239,L,1983-04-22,8469682
32888,Gustav Grasberg,2001,240,L,1983-04-06,8469683
12095,Milan Jurcina,2001,241,D,1983-06-07,8469684
17722,Andrew Murray,2001,242,C,1981-11-06,8469685
39850,Frantisek Lukes,2001,243,L,1982-09-25,8469686
24733,Carter Trevisani,2001,244,D,1982-06-15,8469687
41174,Konstantin Mihailov,2001,245,C,1983-02-12,8469688
41419,Tomas Mojzis,2001,246,D,1982-02-05,None
30943,Marek Dubec,2001,247,C,1982-02-26,8469690
33267,Kari Haakana,2001,248,D,1973-11-08,8469691
33499,Ville Hamalainen,2001,251,C,1981-06-07,None
29745,Petr Cajanek,2001,253,C,1975-08-18,8469696
44248,Peter Polcik,2001,254,C,1983-07-23,8469697
21088,Marco Rosa,2001,255,C,1982-01-15,8469698
11831,Gregg Johnson,2001,256,C,1982-06-18,8469699
29701,Dmitri Bykov,2001,258,D,1977-05-05,8469701
47634,Vitali Smolyninov,2001,261,C,1983-08-05,8469704
29829,Mario Cartelli,2001,262,D,1979-11-16,8469705
49957,Viktor Ujcik,2001,266,N/A,1972-05-24,8469709
40211,Ivan Majesky,2001,267,D,1976-09-02,8469710
48003,Juris Stals,2001,269,L,1982-08-04,None
11545,Grant Jacobsen,2001,270,C,1983-03-04,8469713
39140,Mikko Lehtonen,2001,271,D,1978-06-12,8469714
44042,Ales Pisa,2001,272,D,1977-01-02,8469715
28953,Severin Blindenbacher,2001,273,D,1983-03-15,8469716
41675,Robert Muller,2001,275,G,1980-06-25,8469717
12789,Mike Knoepfli,2001,276,L,1982-04-09,8469718
23460,Shay Stephenson,2001,278,L,1983-09-13,8469720
38334,Roman Kuhtinov,2001,280,D,1975-12-01,8469722
47774,Ilya Solarev,2001,281,R,1982-08-02,8469723
45352,Marcel Rodman,2001,282,D,1981-09-21,8469724
47374,Simon Skoog,2001,283,D,1983-02-17,8469725
34597,Viktor Hubl,2001,284,L,1978-08-13,None
49498,Marek Tomica,2001,285,R,1981-01-01,8469727
30375,Toni Dahlman,2001,286,R,1979-01-02,None
17863,Rick Nash,2002,1,L,1984-06-16,8470041
2459,Jay Bouwmeester,2002,3,D,1983-09-27,8470151
26075,Ryan Whitney,2002,5,D,1983-02-19,8470309
24962,Scottie Upshall,2002,6,L,1983-10-07,8470105
14792,Joffrey Lupul,2002,7,C,1983-09-23,8470207
2333,Pierre-Marc Bouchard,2002,8,C,1984-04-27,8470153
49095,Petr Taticek,2002,9,C,1983-09-22,8470248
18286,Eric Nystrom,2002,10,L,1983-02-14,8470180
874,Keith Ballard,2002,11,D,1982-11-26,8470054
7085,Steve Eminger,2002,12,D,1983-10-31,8470192
46660,Alexander Semin,2002,13,L,1984-03-03,None
42165,Jesse Niinimaki,2002,15,R,1983-08-19,8470186
36892,Jakub Klepis,2002,16,R,1984-06-05,8470134
9195,Boyd Gordon,2002,17,R,1983-10-19,8470159
32907,Denis Grebeshkov,2002,18,D,1983-10-11,8470268
37450,Jakub Koreis,2002,19,R,1984-06-26,8470037
18769,Daniel Paille,2002,20,L,1984-04-04,8470230
27938,Anton Babchuk,2002,21,D,1984-05-06,8470265
28580,Sean Bergenheim,2002,22,L,1984-02-08,8470176
6851,Ben Eager,2002,23,L,1984-01-22,8470280
48084,Alexander Steen,2002,24,C,1984-03-01,8470257
25637,Cam Ward,2002,25,G,1984-02-29,8470320
50123,Martin Vagner,2002,26,D,1984-03-16,8470168
35486,Jonas Johansson,2002,28,R,1984-03-18,None
49412,Hannu Toivonen,2002,29,G,1984-05-18,8470084
22724,Jim Slater,2002,30,C,1982-12-09,8470289
6548,Jeff Deslauriers,2002,31,G,1984-05-15,8470074
50394,Janos Vas,2002,32,L,1984-01-29,8470096
7295,Lee Falardeau,2002,33,C,1983-07-22,8470252
48211,Tobias Stephan,2002,34,G,1984-01-21,8470266
41980,Ondrej Nemec,2002,35,D,1984-04-18,8470188
23594,Jarret Stoll,2002,36,C,1982-06-24,8468526
2695,Tim Brent,2002,37,C,1984-03-10,8470283
10082,Josh Harding,2002,38,G,1984-06-18,8470216
16052,Brian Mcconnell,2002,39,C,1983-02-01,8470313
9042,Rob Globke,2002,40,R,1982-10-24,8470305
39539,Joakim Lindstrom,2002,41,R,1983-12-05,8470152
34351,Marius Holtet,2002,42,L,1984-08-31,8470206
39567,Tomas Linhart,2002,45,D,1984-02-16,8470127
14171,David Leneveu,2002,46,G,1983-05-23,8470263
35866,Alexei Kaigorodov,2002,47,C,1983-07-29,8470267
46947,Alexei Shkotov,2002,48,C,1984-07-22,None
37275,Kiril Koltsov,2002,49,D,1983-02-01,8470117
27658,Sergei Anshakov,2002,50,L,1984-01-13,8470057
23149,Dan Spang,2002,52,D,1983-08-16,8470314
24022,Barry Tallackson,2002,53,R,1983-04-14,8470199
12328,Duncan Keith,2002,54,D,1983-07-16,8470281
33036,Denis Grot,2002,55,D,1984-01-06,8470231
31573,Vladislav Evseev,2002,56,L,1984-09-10,8470220
23297,Matt Stajan,2002,57,C,1983-12-19,8470162
34622,Jiri Hudler,2002,58,C,1984-01-04,8470201
10545,Adam Henrich,2002,60,L,1984-01-19,8470256
2505,Johnny Boychuk,2002,61,D,1984-01-19,8470187
41189,Andrei Mikhnov,2002,62,L,1983-11-26,8470068
24544,Ole-Kristian Tollefsen,2002,65,D,1984-03-29,8470170
36058,Petr Kanko,2002,66,R,1984-02-07,8470055
3430,Gregory Campbell,2002,67,L,1983-12-17,8470169
22687,Brett Skinner,2002,68,D,1983-06-28,8470119
4163,Erik Christensen,2002,69,C,1983-12-17,8470299
14018,Brian Lee,2002,71,D,1984-07-05,8470311
3003,Barry Brust,2002,73,G,1983-08-08,8470264
7866,Todd Ford,2002,74,G,1984-05-01,8470195
40010,Arttu Luttinen,2002,75,L,1983-09-03,8470179
24218,Michael Tessier,2002,76,L,1984-08-14,8470138
25880,Patrick Wellar,2002,77,D,1983-12-04,8470193
25766,Geoff Waugh,2002,78,D,1983-08-25,8470164
20226,Brock Radunske,2002,79,C,1983-04-05,8470118
11993,Matt Jones,2002,80,D,1983-08-08,8470088
35602,Marcus Jonasen,2002,81,R,1984-01-12,8470315
72,John Adams,2002,82,D,1982-12-21,8470157
40995,Lukas Mensator,2002,83,G,1984-08-18,8470293
30169,Marek Chvatal,2002,84,D,1984-01-26,8470122
31824,Jonas Fiedler,2002,86,R,1984-05-29,8470089
42086,Frans Nielsen,2002,87,L,1984-04-24,8470144
49676,Tomas Troliga,2002,89,C,1984-04-24,8470056
14589,Matthew Lombardi,2002,90,C,1982-03-18,8468695
37824,Alexander Kozhevnikov,2002,93,C,1984-04-12,8470204
31878,Valtteri Filppula,2002,95,C,1984-03-20,8470047
8706,Jeff Genovy,2002,96,C,1982-12-04,8470116
17267,Lance Monych,2002,97,R,1984-07-25,8470233
49369,Ivan Tkachenko,2002,98,L,1979-11-09,8470069
36453,Dimitri Kazionov,2002,100,C,1984-05-13,8470067
31787,Daniel Fernholm,2002,101,D,1983-12-20,8470071
22129,Brandon Segal,2002,102,R,1983-07-12,8469755
53273,Joonas Vihko,2002,103,R,1981-04-06,8470227
21053,Aaron Rome,2002,104,D,1983-09-27,8470310
21310,Rosario Ruggeri,2002,105,D,1984-06-08,8470250
35971,Mikko Kalteva,2002,107,D,1984-05-25,8470095
34662,Jakub Hulva,2002,108,C,1984-05-06,8470238
5953,Jevon Desautels,2002,109,L,1984-03-15,8470219
34863,Jarkko A. Immonen,2002,110,C,1984-01-18,8470148
27423,Jonas Almtorp,2002,111,C,1983-11-17,8470132
6263,Scott Dobben,2002,113,N/A,1983-04-10,8470229
13430,John Laliberte,2002,114,R,1983-08-05,8470296
21068,Mark Rooneem,2002,115,L,1983-01-09,8470128
11623,Cam Janssen,2002,117,R,1984-04-15,8470123
45059,Jekabs Redlihs,2002,119,D,1982-03-29,8470161
35640,Robin Jonsson,2002,120,D,1983-12-10,8470129
15203,Marty Magers,2002,121,G,1983-01-07,8470261
49860,David Turon,2002,122,D,1983-10-04,8470202
15419,Lane Manson,2002,124,D,1984-02-14,8470272
28881,Johan Bjork,2002,125,D,1984-08-28,8470271
28169,Konstantin Baranov,2002,126,R,1982-01-11,8470073
9654,Nate Guenin,2002,127,D,1982-12-10,8470317
7037,Matt Ellison,2002,128,L,1983-12-08,8470244
8870,Tom Gilbert,2002,129,D,1983-01-10,8470104
38225,Jan Kubista,2002,130,N/A,1984-04-12,8470260
28593,Johan Berggren,2002,131,D,1984-05-18,8470048
26828,John Zeiler,2002,132,N/A,1982-11-21,8470113
44025,Lasse Pirjeta,2002,133,L,1974-04-04,8470030
35028,Topi Jaakola,2002,134,D,1983-11-15,8470286
18735,Cam Paddock,2002,137,C,1983-03-22,8469733
11651,Patrick Jarrett,2002,138,C,1984-02-06,8470106
29931,Jiri Cetkovsky,2002,141,C,1983-01-03,None
43764,Emanuel Peter,2002,142,C,1984-06-09,8470197
7715,Paul Flache,2002,144,D,1982-03-04,8468632
8797,Robert Gherson,2002,145,G,1983-10-08,8470133
29023,Victor Bobrov,2002,146,R,1984-01-01,8470094
918,David Bararuk,2002,147,L,1983-05-26,8470284
43426,Marcus Paulsson,2002,149,C,1984-01-10,8470218
10980,Brock Hooton,2002,150,C,1983-03-20,8470142
16614,Robert Mcvicar,2002,151,G,1982-01-15,8469750
33506,Peter Hamerlik,2002,153,G,1982-01-02,8468564
45060,Krisjanis Redlihs,2002,154,D,1981-01-15,8470237
28706,Armands Berzins,2002,155,C,1983-12-27,8470111
26374,James Wisniewski,2002,156,D,1984-02-21,8470222
387,Joel Andresen,2002,157,D,1983-04-11,8470175
1432,Vince Bellissimo,2002,158,C,1982-12-14,8470198
40461,Daniel Manzato,2002,160,G,1984-01-17,8470108
9622,Dov Grumet-Morris,2002,161,G,1982-02-28,8470102
25841,Tyler Weiman,2002,164,G,1984-06-05,8470062
15284,Justin Maiser,2002,165,L,1983-06-29,8470045
12898,Logan Koopmans,2002,166,G,1984-03-18,8470308
21811,Brad Schell,2002,167,C,1984-08-05,8470270
12895,Tim Konsorada,2002,168,R,1984-03-21,8470038
23871,Jeremy Swanson,2002,169,D,1984-06-21,8470182
620,P.j. Atherton,2002,170,D,1982-08-16,8470276
9090,Robert Goepfert,2002,171,G,1983-05-09,8470246
16363,Mike Mckenna,2002,172,G,1983-04-11,8470093
8232,Luke Fritshaw,2002,173,D,1984-07-04,8470240
8036,Matt Foy,2002,175,L,1983-05-18,8470165
16173,Curtis Mcelhinney,2002,176,G,1983-05-23,8470147
24131,Jake Taylor,2002,177,D,1983-08-01,8470135
47019,Kirill Sidorenko,2002,180,N/A,1983-03-30,8470099
39975,Mikko Luoma,2002,181,D,1976-06-22,8470247
6040,Andre Deveaux,2002,182,C,1984-02-23,8470301
20306,Paul Ranger,2002,183,D,1984-09-12,8470085
28096,Jaroslav Balastik,2002,184,R,1979-11-28,8470185
17706,Ryan Murphy,2002,185,R,1983-01-22,8470173
35463,Eric Johansson,2002,187,C,1982-01-07,8468735
36066,Kevin Kantee,2002,188,D,1984-01-29,8470092
26035,Ian White,2002,191,D,1984-06-04,8470273
37540,Nikita Korovkin,2002,192,D,1983-12-03,8470210
34088,Kim Hirschovits,2002,194,C,1982-05-09,8470205
4181,Taylor Christie,2002,195,D,1983-02-01,8470070
50980,Mikael Vuorio,2002,196,G,1984-01-04,8470160
5219,James Cuddihy,2002,197,C,1984-04-22,8470288
18719,Nathan Oystrick,2002,198,D,1982-12-17,8470136
15833,Greg Mauldin,2002,199,C,1982-06-10,8470203
51485,Denis Yachmenev,2002,200,R,1984-06-04,8470221
2977,Mathieu Brunelle,2002,201,L,1983-04-06,8470040
28271,Patrik Bartschi,2002,202,R,1984-08-20,8470049
17488,Josh Morrow,2002,203,D,1983-06-12,8470155
31156,Niklas Eckerblom,2002,204,R,1984-01-04,8470312
35570,Pierre Johnsson,2002,207,D,1984-02-07,8470178
39499,Joni Lindlof,2002,209,R,1984-05-17,8470103
9961,Bryan Hamm,2002,210,D,1984-01-01,8470154
7491,Jonathan Ferland,2002,212,R,1983-02-09,8469807
42392,Fredrik Norrena,2002,213,G,1974-11-29,None
40048,Mikhail Lyubushin,2002,215,D,1983-07-24,8470234
37709,Ladislav Kouba,2002,216,C,1983-09-10,8470087
4622,Tim Conboy,2002,217,D,1982-03-22,8470101
43984,Ilkka Pikkarainen,2002,218,R,1981-04-19,8470225
12338,Tyson Kellerman,2002,219,G,1984-01-18,8470050
24595,Brad Topping,2002,220,G,1984-06-05,8470262
35558,Jonas Johnson,2002,221,C,1970-03-23,8470109
38013,Ilia Krikunov,2002,223,L,1984-02-27,8470080
24114,Adam Taylor,2002,224,C,1984-06-24,8470107
9092,Steven Goertzen,2002,225,R,1984-05-26,8470064
5045,Joey Crabb,2002,226,R,1983-04-03,8470156
16642,Derek Meech,2002,229,D,1984-04-21,8470061
8183,Colton Fretter,2002,230,C,1982-03-12,8470275
37866,Jaroslav Kracik,2002,231,C,1983-01-18,8470290
37582,Vasily Koshechkin,2002,233,G,1983-03-27,8470066
24019,Max Talbot,2002,234,C,1984-02-11,8470171
2138,Tyler Boldt,2002,236,D,1984-01-03,8470184
29311,Christoph Brandner,2002,237,L,1975-07-05,8470172
40625,Jyri Marttinen,2002,238,D,1982-09-01,8470215
13587,Ryan Lannon,2002,239,D,1982-12-14,8470200
44623,Petr Prucha,2002,240,L,1982-09-14,8470072
34802,Igor Ignatushkin,2002,242,C,1984-04-07,8470228
41200,Tuomas Mikkonen,2002,243,L,1983-03-25,8470235
10463,Dwight Helminen,2002,244,C,1983-06-22,8470131
41111,Tomas Micka,2002,245,L,1983-06-07,8470217
25366,Matt Violin,2002,247,G,1982-02-08,8470115
44690,Tuukka Pulliainen,2002,248,C,1984-08-25,8470167
29932,Martin Chabada,2002,252,L,1977-01-13,None
37125,Tom Koivisto,2002,253,D,1974-06-04,None
34862,Jarkko Immonen,2002,254,C,1982-04-19,8470282
20497,Darren Reid,2002,256,R,1983-05-08,8470076
39321,Pauli Levokari,2002,257,D,1978-04-07,8470158
48067,Yan Stastny,2002,259,C,1982-09-30,8470223
1286,Pierre-Olivier Beaulieu,2002,260,D,1984-02-24,8470145
3632,Francois Caron,2002,261,D,1984-03-15,8470100
47723,Christian Soderstrom,2002,262,L,1980-10-13,8470183
41589,Sergei Mozyakin,2002,263,L,1981-03-30,8470253
5631,Matt Davis,2002,264,G,1984-04-28,8470097
13291,Dwight Labrosse,2002,265,G,1983-10-06,8470191
23184,Steven Spencer,2002,266,D,1982-06-16,8470224
19460,Chris Petrow,2002,267,D,1984-06-05,8470081
49917,Mikhail Tyulyapkin,2002,268,D,1984-05-04,8470078
33562,Mika Hannula,2002,269,R,1979-04-02,8470112
30236,Martin Cizek,2002,271,D,1984-01-16,None
28974,Patric Blomdahl,2002,272,R,1984-01-30,8470177
10285,Ned Havern,2002,273,L,1982-10-01,8472272
35465,Fredrik Johansson,2002,274,C,1984-02-27,8470255
37496,Konstantin Korneev,2002,275,D,1984-06-05,8470146
27865,Vitali Atyushov,2002,276,D,1979-07-04,8470126
42537,Thomas Nussli,2002,277,L,1982-03-12,8470181
8712,Matt Gens,2002,278,D,1983-02-13,None
11591,Connor James,2002,279,R,1982-08-25,8470295
12611,Bill Kinkel,2002,281,R,1984-02-27,8470214
3120,Adam Burish,2002,282,R,1983-01-06,8470063
15122,Ryan Macmurchy,2002,284,R,1983-04-27,8470166
38095,Staffan Kronwall,2002,285,D,1982-09-10,8470058
32651,Alexei Glukhov,2002,286,L,1984-04-05,8470304
24533,John Toffey,2002,287,C,1982-11-26,8470306
11344,Michael Hutchins,2002,288,D,1982-10-27,8470209
31409,Jonathan Ericsson,2002,291,D,1984-03-02,8470318
7761,Marc-Andre Fleury,2003,1,G,1984-11-28,8470594
23265,Eric Staal,2003,2,C,1984-10-29,8470595
11033,Nathan Horton,2003,3,C,1985-05-29,8470596
52015,Nikolay Zherdev,2003,4,R,1984-11-05,8470597
25132,Thomas Vanek,2003,5,L,1984-01-19,8470598
41094,Milan Michalek,2003,6,R,1984-12-07,8470599
4451,Braydon Coburn,2003,8,D,1985-01-26,None
19498,Dion Phaneuf,2003,9,D,1985-04-10,8470602
37652,Andrei Kostitsyn,2003,10,R,1985-02-03,8470603
11747,Hugh Jessiman,2003,12,R,1984-03-28,8470605
2897,Dustin Brown,2003,13,R,1984-11-04,8470606
22087,Brent Seabrook,2003,14,D,1985-04-20,8470607
42278,Robert Nilsson,2003,15,L,1985-01-10,8470608
1643,Steve Bernier,2003,16,R,1985-03-31,8470609
7433,Eric Fehr,2003,18,R,1985-09-07,8470611
8791,Ryan Getzlaf,2003,19,C,1985-05-10,8470612
3165,Brent Burns,2003,20,R,1985-03-09,8470613
23700,Mark Stuart,2003,21,D,1984-04-27,8470614
19923,Marc-Antoine Pouliot,2003,22,C,1985-05-22,8470615
12485,Ryan Kesler,2003,23,C,1984-08-31,8470616
20651,Mike Richards,2003,24,C,1985-02-11,8470617
23521,Anthony Stewart,2003,25,C,1985-01-05,None
24031,Jeff Tambellini,2003,27,L,1984-04-13,8470620
19343,Corey Perry,2003,28,R,1985-05-16,8470621
6880,Patrick Eaves,2003,29,R,1984-05-01,8470622
1429,Shawn Belle,2003,30,D,1985-01-03,8470623
20672,Danny Richmond,2003,31,D,1984-08-01,8470624
23610,Ryan Stone,2003,32,C,1985-03-20,8470625
31474,Loui Eriksson,2003,33,R,1985-07-17,8470626
6947,Mike Egener,2003,34,D,1984-09-26,8470627
32621,Konstantin Glazachev,2003,35,L,1985-02-18,8470628
44240,Vojtech Polak,2003,36,R,1985-06-27,8470629
12717,Kevin Klein,2003,37,D,1984-12-13,8470630
37990,Kamil Kreps,2003,38,C,1984-11-18,8470631
44912,Tim Ramholt,2003,39,D,1984-11-02,8470632
24970,Cory Urquhart,2003,40,C,1984-10-01,8470633
22760,Matt Smaby,2003,41,D,1984-10-14,8470634
50953,Petr Vrana,2003,42,C,1985-03-29,8470635
10531,Josh Hennessy,2003,43,C,1985-02-07,8470636
44726,Konstantin Pushkarev,2003,44,L,1985-02-12,8470637
1543,Patrice Bergeron,2003,45,C,1985-07-24,8470638
8227,Dan Fritsche,2003,46,C,1985-07-13,8470639
30032,Dimitri Chernykh,2003,48,R,1985-02-27,8470641
25807,Shea Weber,2003,49,D,1985-08-14,8470642
28159,Ivan Baranka,2003,50,D,1985-05-19,8470643
5093,Corey Crawford,2003,52,G,1984-12-31,8470645
49799,Evgeni Tunik,2003,53,C,1984-11-17,8470646
5146,B.j. Crombeen,2003,54,R,1985-07-10,8470647
16804,Stefan Meyer,2003,55,L,1985-07-20,8470648
18407,Patrick O'Sullivan,2003,56,C,1985-02-01,8470649
4579,Jeremy Colliton,2003,58,L,1985-01-13,8470651
28199,Michal Barinka,2003,59,D,1984-06-12,8470652
1637,Marc-Andre Bernier,2003,60,R,1985-02-05,8470653
732,David Backes,2003,62,C,1984-05-01,8470655
14394,David Liffiton,2003,63,D,1984-10-18,8470656
31589,Branislav Fabry,2003,65,R,1985-01-15,8470658
40517,Masi Marjamaki,2003,66,L,1985-01-16,8470659
41292,Igor Mirnov,2003,67,R,1984-09-19,8470660
8102,Colin Fraser,2003,69,C,1985-01-28,8470662
7583,Jonathan Filewich,2003,70,R,1984-10-02,8470663
37624,Dmitri Kosmachev,2003,71,D,1985-06-07,8470664
3539,Daniel Carcillo,2003,73,L,1985-01-28,8470666
14869,Clarke Macarthur,2003,74,L,1985-04-06,8470667
48120,Richard Stehlik,2003,76,D,1984-06-22,8470669
20419,Tyler Redenbach,2003,77,C,1984-09-25,8470670
11452,Danny Irmen,2003,78,C,1984-09-06,8470671
18314,Ryan O'Byrne,2003,79,D,1984-07-19,8470672
43736,Dimitri Pestunov,2003,80,C,1985-01-22,8470673
45688,Stefan Ruzicka,2003,81,L,1985-02-17,8470674
17645,Ryan Munce,2003,82,G,1985-04-16,8470675
25919,Stephen Werner,2003,83,R,1984-08-08,8470676
28274,Konstantin Barulin,2003,84,G,1984-09-04,8470677
19540,Alexandre Picard,2003,85,D,1985-07-05,8470678
11377,Shane Hynes,2003,86,R,1983-11-07,8470679
19892,Ryan Potulny,2003,87,C,1984-09-05,8470680
7700,Zack Fitzgerald,2003,88,D,1985-06-16,8470681
2933,Paul Brown,2003,89,R,1984-07-21,8470682
27361,Juha Alen,2003,90,D,1981-10-25,8470683
45868,Martin Sagat,2003,91,L,1984-11-11,8470684
48540,Alexander Sulzer,2003,92,D,1984-05-30,8470685
36648,Ivan Khomutov,2003,93,C,1985-03-11,8470686
23621,Zack Stortini,2003,94,R,1985-09-11,8470687
12998,Rick Kozak,2003,95,R,1985-08-19,8470688
2454,Jonathan Boutin,2003,96,G,1985-03-28,8470689
6353,Ryan Donally,2003,97,L,1985-02-04,8470690
46784,Grigory Shafigulin,2003,98,L,1985-01-13,8470691
18072,Matt Nickerson,2003,99,D,1985-01-11,8470692
46773,Philippe Seydoux,2003,100,D,1985-02-23,8470693
26758,Konstantin Zakharov,2003,101,L,1985-05-02,8470694
5650,Aaron Dawson,2003,102,D,1985-03-11,8470695
6761,Philippe Dupuis,2003,104,C,1985-04-24,8470697
39719,Martin Lojek,2003,105,D,1985-08-19,8470698
1873,Byron Bitz,2003,107,R,1984-07-21,8470700
45431,Kevin Romy,2003,108,L,1985-01-31,8470701
50188,Andreas Valdix,2003,109,L,1984-12-06,8470702
22301,James Sharrow,2003,110,D,1985-01-31,8470703
18173,Brandon Nolan,2003,111,C,1983-07-18,8469522
24075,Jamie Tardif,2003,112,R,1985-01-23,8470704
14539,Corey Locke,2003,113,C,1984-05-08,8470705
31576,Denis Ezhov,2003,114,D,1985-02-28,8470706
38950,Teemu Lassila,2003,117,G,1983-03-26,8470709
20420,Frank Rediker,2003,118,D,1985-03-15,8470710
21674,Nathan Saunders,2003,119,D,1985-04-25,8470711
1862,Paul Bissonnette,2003,121,D,1985-03-11,8470713
19881,Corey Potter,2003,122,D,1984-01-05,8470714
23528,Danny Stewart,2003,123,L,1985-04-23,8470715
50821,Konstantin Volkov,2003,125,C,1985-02-07,8470717
17873,Kevin Nastiuk,2003,126,G,1985-07-20,8470718
17482,Ty Morris,2003,128,L,1984-02-02,8470720
50184,Patrik Valcak,2003,129,C,1984-12-16,8470721
49674,Matej Trojovsky,2003,130,D,1984-10-12,8470722
48693,David Svagrovsky,2003,131,R,1984-12-21,8470723
20182,Kyle Quincey,2003,132,D,1985-08-12,8470724
41890,Alexander Naurov,2003,134,R,1985-03-04,8470726
36234,Mattias Karlsson,2003,135,D,1985-04-15,8470727
25142,Michael Vannelli,2003,136,D,1983-10-02,8470728
23641,Tyson Strachan,2003,137,D,1984-10-30,8470729
43976,Arsi Piispanen,2003,138,C,1985-07-23,8470730
31191,Patrick Ehelechner,2003,139,G,1984-09-23,8470731
4702,Tim Cook,2003,142,D,1984-03-13,8470734
17299,Greg Moore,2003,143,R,1984-03-26,8470735
36709,Eero Kilpelainen,2003,144,G,1985-05-07,8470736
23478,Brett Sterling,2003,145,L,1984-04-24,8470737
16106,Mark Mccutcheon,2003,146,C,1984-05-21,8470738
42841,Kalle Olsson,2003,147,R,1985-01-31,8470739
5647,Nigel Dawes,2003,149,L,1985-02-09,8470741
17490,Thomas Morrow,2003,150,D,1983-10-21,8470742
38340,Lasse Kukkonen,2003,151,D,1981-09-18,8470743
17723,Brady Murray,2003,152,L,1984-08-17,None
2929,Mike Brown,2003,153,G,1985-03-04,8470745
34962,Alexei Ivanov,2003,156,L,1985-01-05,8470748
37277,Marcin Kolusz,2003,157,L,1985-01-18,8470749
17097,John Mitchell,2003,158,C,1985-01-22,8470750
1323,Chris Beckford-Tseu,2003,159,G,1984-06-22,8470751
30438,Nicklas Danielsson,2003,160,L,1984-12-07,8470752
34900,Evgeni Isakov,2003,161,L,1984-10-13,8470753
49791,Martin Tuma,2003,162,D,1985-09-14,8470754
20634,Brad Richardson,2003,163,C,1985-02-04,8470755
18685,Ryan Oulahen,2003,164,C,1985-03-26,8470756
9737,Gino Guyer,2003,165,C,1983-10-14,8470757
32582,Sergei Gimayev,2003,166,D,1984-02-16,8470758
24082,Zach Tarkir,2003,167,D,1984-06-28,8470759
16773,Marc Methot,2003,168,D,1985-06-21,8470760
